pbds_code,item_id,title,card_name,set_name,card_number,edition,print_variant,grader,grade,grade_label,sold_price,currency,shipping,transaction_type,bid_count,created_at,seller,seller_feedback,seller_feedback_pct,cert_number,location,condition,returns_accepted,obo_min_price,current_bid,watchers,listing_url
TRK006-2000-1E-HOLO,2.87318E+11,Pokemon Dark Dugtrio Team Rocket 1st Edition Holo Rare #6 PSA 9 Mint,Dark Dugtrio,Team Rocket,Jun-82,1st Edition,Holo,PSA,Mint 9,Mint,$280.00 ,USD,9.99,Auction,35,5/17/2026,zandgemporium,85500,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/287318119917
TRK006-2000-1E-HOLO,2.98168E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #6 DARK DUGTRIO CGC 10,Dark Dugtrio,Team Rocket,Jun-82,1st Edition,Holo,CGC,10,,$340.00 ,USD,5.99,Auction,30,4/5/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/298168092639
TRK026-2000-1E-STD,2.98244E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #26 DARK HYPNO CGC 9,Dark Hypno,Team Rocket,26/82,1st Edition,Standard,CGC,9,,$29.55 ,USD,5.99,Auction,16,4/27/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/298244229757
TRK042-2000-1E-STD,2.87243E+11,Dark Persian 1st Edition 42/82 CGC 7 2000 Team Rocket Graded Pokemon Card,Dark Persian,Team Rocket,42/82,1st Edition,Standard,CGC,7,,$9.50 ,USD,5.99,Auction,5,4/6/2026,auction_houses_direct,4000,99.70%,,United States,New (Other),,,,,https://www.ebay.com/itm/287242723715
TRK029-2000-1E-STD,1.57714E+11,Pokemon Dark Magneton 1st Edition PSA 10 (28/82) Team Rocket,Dark Magneton,Team Rocket,29/82,1st Edition,Standard,PSA,Gem Mint 10,,$185.50 ,USD,5.62,Auction,49,3/6/2026,veganwizard,86,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/157713952153
TRK020-2000-1E-STD,3.27043E+11,Pokemon 2000 Team Rocket 1st Edition Dark Blastoise Non Holo PSA 8,Dark Blastoise,Team Rocket,20/82,1st Edition,Standard,PSA,NM-MT 8,,$57.00 ,USD,5.17,Auction,12,3/19/2026,randyla77,521,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/327043010335
TRK021-2000-1E-STD,2.87154E+11,Pokemon Dark Charizard Team Rocket 1st Edition NON Holo Rare #21 CGC 9 Mint,Dark Charizard,Team Rocket,21/82,1st Edition,Standard,CGC,9,Mint,$227.50 ,USD,5.99,Auction,15,3/1/2026,zandgemporium,85500,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/287154006950
TRK004-2000-1E-HOLO,2.98271E+11,2000 POKEMON TEAM ROCKET 1ST EDITION HOLO #4 DARK CHARIZARD CGC 9,Dark Charizard,Team Rocket,Apr-82,1st Edition,Holo,CGC,9,,"$1,300.00 ",USD,5.99,Auction,40,5/10/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/298270853597
TRK004-2000-1E-HOLO,3.06805E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #4 DARK CHARIZARD CGC 8.5,Dark Charizard,Team Rocket,Apr-82,1st Edition,Holo,CGC,8.5,,$811.00 ,USD,5.99,Auction,38,3/15/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/306804559317
TRK004-2000-1E-HOLO,2.98214E+11,2000 POKEMON TEAM ROCKET 1ST EDITION HOLO #4 DARK CHARIZARD CGC 9,Dark Charizard,Team Rocket,Apr-82,1st Edition,Holo,CGC,9,,"$1,350.00 ",USD,5.99,Auction,9,4/18/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/298213701795
TRK004-2000-1E-HOLO,3.77178E+11,2000 Pokemon Team Rocket 1st Edition #4/82 Dark Charizard Holo CGC 4,Dark Charizard,Team Rocket,Apr-82,1st Edition,Holo,CGC,4,,$306.00 ,USD,6.25,Auction,33,5/18/2026,probstein123,1600000,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/377177795493
TRK004-2000-1E-HOLO,3.89863E+11,2000 Pokemon Team Rocket 1st Edition #4/82 Dark Charizard Holo CGC 9 MINT,Dark Charizard,Team Rocket,Apr-82,1st Edition,Holo,CGC,9,Mint,"$1,525.00 ",USD,18,Auction,21,4/15/2026,probstein123,1600000,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/389862868067
TRK004-2000-1E-HOLO,2.8729E+11,Pokemon Dark Charizard Team Rocket 1st Edition Holo Rare #4 CGC 8,Dark Charizard,Team Rocket,Apr-82,1st Edition,Holo,CGC,8,,$906.00 ,USD,9.99,Auction,41,5/3/2026,zandgemporium,85500,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/287289874751
TRK021-2000-1E-STD,1.17152E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #21/82 DARK CHARIZARD CGC 8.5,Dark Charizard,Team Rocket,21/82,1st Edition,Standard,CGC,8.5,,$235.50 ,USD,5.99,Auction,7,4/26/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/117151743592
TRK021-2000-1E-STD,1.17089E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #21 DARK CHARIZARD CGC 10,Dark Charizard,Team Rocket,21/82,1st Edition,Standard,CGC,10,,$960.00 ,USD,5.99,Auction,4,3/23/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/117088682473
TRK021-2000-1E-STD,1.27867E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #21/82 DARK CHARIZARD CGC 8.5,Dark Charizard,Team Rocket,21/82,1st Edition,Standard,CGC,8.5,,$283.00 ,USD,5.7,Auction,17,5/22/2026,team_rocket_collection,73,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/127866941160
TRK065-2000-1E-STD,1.17059E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #65 PSYDUCK CGC 10,Psyduck,Team Rocket,65/82,1st Edition,Standard,CGC,10,,$66.00 ,USD,5.99,Auction,23,3/6/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/117059467853
TRK064-2000-1E-STD,2.9816E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #64 PONYTA CGC 10 GEM MINT,Ponyta,Team Rocket,64/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$32.00 ,USD,5.99,Auction,11,4/2/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/298160326576
TRK064-2000-1E-STD,3.18064E+11,Pokemon TCG 2000 Ponyta 1st Edition Team Rocket CGC Grade 9,Ponyta,Team Rocket,64/82,1st Edition,Standard,CGC,9,,$19.40 ,USD,23.07,Auction,9,4/2/2026,eusy94,362,99.60%,,United Kingdom,New (Other),,,,,https://www.ebay.com/itm/318064398858
TRK057-2000-1E-STD,3.89954E+11,2000 Pokemon Team Rocket 1st Edition #57 Grimer CGC 10 PRISTINE,Grimer,Team Rocket,57/82,1st Edition,Standard,CGC,Pristine 10,Pristine,$188.00 ,USD,6.25,Auction,15,5/6/2026,probstein123,1600000,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/389954458469
TRK055-2000-1E-STD,3.06907E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #55 EEVEE CGC 9.5,Eevee,Team Rocket,55/82,1st Edition,Standard,CGC,Mint+ 9.5,,$34.00 ,USD,5.99,Auction,4,5/6/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/306907498495
TRK060-2000-1E-STD,1.17108E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #60 MAGNEMITE CGC 10 GEM MINT,Magnemite,Team Rocket,60/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$33.00 ,USD,5.99,Auction,19,4/2/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/117108043271
TRK050-2000-1E-STD,3.89858E+11,2000 Pokemon Team Rocket 1st Edition #50/82 Charmander PSA 10 GEM MINT,Charmander,Team Rocket,50/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$266.00 ,USD,5.5,Auction,29,4/14/2026,probstein123,1600000,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/389858432347
TRK050-2000-1E-STD,2.98271E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #50 CHARMANDER CGC 9,Charmander,Team Rocket,50/82,1st Edition,Standard,CGC,9,,$21.50 ,USD,5.99,Auction,13,5/10/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/298270864478
TRK007-2000-1E-HOLO,1.17112E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #7 DARK GOLBAT CGC 10,Dark Golbat,Team Rocket,Jul-82,1st Edition,Holo,CGC,10,,$311.06 ,USD,5.99,Auction,24,4/5/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/117112257830
TRK007-2000-1E-HOLO,2.98151E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #7 DARK GOLBAT CGC 10,Dark Golbat,Team Rocket,Jul-82,1st Edition,Holo,CGC,10,,$406.00 ,USD,5.99,Auction,37,3/30/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/298151406149
TRK083-2000-1E-HOLO,1.98169E+11,Pokemon Dark Raichu #83 2000 Team Rocket 1st Edition HOLO BGS 9 Mint,Dark Raichu,Team Rocket,83/82,1st Edition,Holo,BGS,Mint 9,Mint,$504.23 ,USD,39.8,Auction,1,3/16/2026,bluechipcollectiblesuk,578,100%,,United Kingdom,New (Other),,,,,https://www.ebay.com/itm/198169070068
TRK083-2000-1E-HOLO,1.57721E+11,Dark Raichu 2000 Pokemon Team Rocket 1st Edition #83 Holo PSA 8,Dark Raichu,Team Rocket,83/82,1st Edition,Holo,PSA,NM-MT 8,,$212.50 ,USD,5.5,Auction,32,3/9/2026,pc_sportscards,292200,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/157720935348
TRK083-2000-1E-HOLO,1.57908E+11,Dark Raichu 2000 Pokemon Team Rocket 1st Edition #83 Holo PSA 7,Dark Raichu,Team Rocket,83/82,1st Edition,Holo,PSA,NM 7,,$220.50 ,USD,6,Auction,23,5/20/2026,pc_sportscards,292200,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/157908226141
TRK083-2000-1E-HOLO,1.57698E+11,Dark Raichu 2000 Pokemon Team Rocket 1st Edition #83 Holo PSA 6,Dark Raichu,Team Rocket,83/82,1st Edition,Holo,PSA,EX-MT 6,,$152.50 ,USD,5.5,Auction,29,3/1/2026,pc_sportscards,292200,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/157698318633
TRK005-2000-1E-HOLO,3.66411E+11,2000 Pokemon Team Rocket 1st Edition #5/82 Dark Dragonite Holo PSA 10 GEM MINT,Dark Dragonite,Team Rocket,May-82,1st Edition,Holo,PSA,Gem Mint 10,Gem Mint,"$13,900.00 ",USD,50,Auction,34,5/25/2026,probstein123,1600000,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/366410910329
TRK005-2000-1E-HOLO,1.47301E+11,1st Edition Dark Dragonite Team Rocket Holo SWIRL PSA 10 Pokemon 2000 #5,Dark Dragonite,Team Rocket,May-82,1st Edition,Holo,PSA,Gem Mint 10,,"$13,100.00 ",USD,13.48,Auction,9,5/9/2026,mattkempkecollectibles,1300,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/147300871567
TRK005-2000-1E-HOLO,1.47302E+11,1st Edition Dark Dragonite Team Rocket Holo SWIRL PSA 10 Pokemon 2000 #5,Dark Dragonite,Team Rocket,May-82,1st Edition,Holo,PSA,Gem Mint 10,,"$14,100.00 ",USD,13.48,Auction,18,5/10/2026,mattkempkecollectibles,1300,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/147302393978
TRK005-2000-1E-HOLO,3.77021E+11,2000 Pokemon Team Rocket 1st Edition #5 Dark Dragonite Holo CGC 8 NM-MT,Dark Dragonite,Team Rocket,May-82,1st Edition,Holo,CGC,8,,$380.00 ,USD,5.5,Auction,24,3/16/2026,probstein123,1600000,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/377020958811
TRK014-2000-1E-HOLO,1.5783E+11,Pokemon Dark Weezing Team Rocket 1st Edition Holo Rare #14 PSA 10 Gem Mint,Dark Weezing,Team Rocket,14/82,1st Edition,Holo,PSA,Gem Mint 10,Gem Mint,$838.88 ,USD,19,Auction,49,4/19/2026,pc_sportscards,292200,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/157829557440
TRK003-2000-1E-HOLO,3.77178E+11,2000 Pokemon Team Rocket 1st Edition #3/82 Dark Blastoise Holo CGC 4,Dark Blastoise,Team Rocket,Mar-82,1st Edition,Holo,CGC,4,,$164.50 ,USD,6.25,Auction,23,5/18/2026,probstein123,1600000,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/377177785582
TRK003-2000-1E-HOLO,2.8729E+11,Pokemon Dark Blastoise Team Rocket 1st Edition Holo Rare #3 PSA 2,Dark Blastoise,Team Rocket,Mar-82,1st Edition,Holo,PSA,GOOD 2,,$149.50 ,USD,6.99,Auction,31,5/3/2026,zandgemporium,85500,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/287289874483
TRK003-2000-1E-HOLO,2.87324E+11,Pokemon Dark Blastoise Team Rocket 1st Edition Holo Rare #3 PSA 2,Dark Blastoise,Team Rocket,Mar-82,1st Edition,Holo,PSA,GOOD 2,,$155.00 ,USD,6.99,Auction,38,5/17/2026,zandgemporium,85500,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/287323529348
TRK003-2000-1E-HOLO,2.87278E+11,Pokemon Dark Blastoise Team Rocket 1st Edition Holo Rare #3 CGC 9 Mint,Dark Blastoise,Team Rocket,Mar-82,1st Edition,Holo,CGC,9,Mint,$670.00 ,USD,9.99,Auction,46,4/26/2026,zandgemporium,85500,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/287278224837
TRK003-2000-1E-HOLO,3.06907E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #3 DARK BLASTOISE CGC 9,Dark Blastoise,Team Rocket,Mar-82,1st Edition,Holo,CGC,9,,$810.00 ,USD,5.99,Auction,55,5/10/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/306907170150
TRK003-2000-1E-HOLO,1.57908E+11,Dark Blastoise 2000 Pokemon Team Rocket 1st Edition #3 Holo PSA 7,Dark Blastoise,Team Rocket,Mar-82,1st Edition,Holo,PSA,NM 7,,$374.00 ,USD,6,Auction,43,5/20/2026,pc_sportscards,292200,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/157908226134
TRK003-2000-1E-HOLO,1.17196E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #3 DARK BLASTOISE CGC 8.5,Dark Blastoise,Team Rocket,Mar-82,1st Edition,Holo,CGC,8.5,,$500.00 ,USD,5.99,Auction,1,5/24/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/117196465100
TRK072-2000-1E-STD,1.3729E+11,ROCKETS SNEAK ATTACK POKEMON 72 2000 TEAM ROCKET 1ST EDITION RARE ENGLISH PSA 9,Rocket's Sneak Attack,Team Rocket,72/82,1st Edition,Standard,PSA,Mint 9,,$65.15 ,USD,46.51,Auction,19,5/17/2026,slapauction,43500,100%,,Germany,New (Other),,,,,https://www.ebay.com/itm/137290288984
TRK010-2000-1E-HOLO,3.17911E+11,2000 Pokemon Team Rocket 1st Edition Rare Dark Machamp 10/82 CGC 8.5,Dark Machamp,Team Rocket,Oct-82,1st Edition,Holo,CGC,8.5,,$32.00 ,USD,5,Auction,3,3/1/2026,lafexchange,787,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/317911169506
TRK068-2000-1E-STD,2.98323E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #68 SQUIRTLE CGC 10 GEM MINT,Squirtle,Team Rocket,68/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$78.00 ,USD,5.99,Auction,23,5/24/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/298322939472
TRK059-2000-1E-STD,2.9816E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #59 MACHOP CGC 10 GEM MINT,Machop,Team Rocket,59/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$28.50 ,USD,5.99,Auction,16,4/2/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/298160326546
TRK059-2000-1E-STD,3.77095E+11,2000 Pokemon Team Rocket 1st Edition #59/82 Machop PSA 10 GEM MINT,Machop,Team Rocket,59/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$152.50 ,USD,5.5,Auction,20,4/14/2026,probstein123,1600000,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/377094882408
TRK047-2000-1E-STD,2.98315E+11,2000 POKEMON TEAM ROCKET 1ST EDITION #47/82 MAGIKARP CGC 8.5,Magikarp,Team Rocket,47/82,1st Edition,Standard,CGC,8.5,,$10.87 ,USD,5.99,Auction,9,5/23/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/298315490485
TRK044-2000-1E-STD,3.66333E+11,2000 Pokemon Team Rocket 1st Edition #44/82 Dark Rapidash PSA 10 GEM MINT,Dark Rapidash,Team Rocket,44/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$360.00 ,USD,5.5,Auction,23,4/14/2026,probstein123,1600000,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/366332717726
TRK001-2000-1E-HOLO,1.77935E+11,2000 Pokemon Dark Alakazam 1st Edition CGC 9 Mint Holo #1 Team Rocket,Dark Alakazam,Team Rocket,Jan-82,1st Edition,Holo,CGC,9,Mint,$145.19 ,USD,7,Auction,37,3/14/2026,dragonrage50,688,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/177935432153
TRK034-2000-1E-STD,3.18068E+11,PSA 10 GEM MINT Dark Electrode 34/82 Team Rocket 1ST EDITION Pokemon Card,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$399.99 ,USD,0,Buy It Now,,4/24/2026,tca_gaming,109900,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/318067622090
TRK034-2000-1E-STD,3.26868E+11,CGC 9 MINT Dark Electrode Team Rocket 1st Edition 34/82 Pokemon Card,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,CGC,9,Mint,$24.99 ,USD,0,Best Offer,,4/12/2026,millenniumrose,48600,100%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/326868034852
TRK034-2000-1E-STD,3.26868E+11,CGC 9 MINT Dark Electrode Team Rocket 1st Edition 34/82 Pokemon Card,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,CGC,9,Mint,$24.99 ,USD,0,Best Offer,,5/1/2026,millenniumrose,48600,100%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/326868034851
TRK034-2000-1E-STD,3.18221E+11,Pokémon Dark Electrode Team Rocket 1st Edition Rare 60HP #34/82 English PSA 9,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,PSA,Mint 9,,$34.00 ,USD,6.24,Buy It Now,,5/21/2026,wiki_collects,182,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/318220771114
TRK034-2000-1E-STD,3.97579E+11,Dark Electrode 34/82 1st Edition 2000 Pokémon Team Rocket PSA 9 Mint,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,PSA,Mint 9,Mint,$34.89 ,USD,10.88,Best Offer,,5/18/2026,bre360488,415,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/397579034065
TRK034-2000-1E-STD,2.06179E+11,2000 Pokémon Dark Electrode #34/82 Team Rocket 1st Edition CGC 9.5,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,CGC,Mint+ 9.5,,$29.99 ,USD,6.24,Best Offer,,5/3/2026,cheseapekefind,294,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/206178552148
TRK034-2000-1E-STD,1.57794E+11,Dark Electrode 34/82 1st Edition 2000 Pokémon Team Rocket PSA 9 Mint,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,PSA,Mint 9,Mint,$20.00 ,USD,5,Buy It Now,,3/10/2026,ssl221,990,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/157793813717
TRK034-2000-1E-STD,1.27729E+11,Dark Electrode 34/82 1st Edition 2000 Pokémon Team Rocket PSA 9 Mint,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,PSA,Mint 9,Mint,$29.35 ,USD,6.87,Best Offer,,3/11/2026,rin1175llc,8400,99.70%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/127729325091
TRK034-2000-1E-STD,3.74412E+11,PSA 9 MINT 2000 Pokémon Team Rocket #34 Dark Electrode 1st Edition,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,PSA,Mint 9,Mint,$25.00 ,USD,11,Buy It Now,,3/25/2026,twindra_10,381,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/374411732846
TRK034-2000-1E-STD,4.06684E+11,2000 Pokemon Team Rocket 1st Edition Dark Electrode 34/82 PSA 9 Mint,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,PSA,Mint 9,Mint,$65.00 ,USD,6.24,Best Offer,,4/12/2026,moeholdings,50,96.30%,,United States,New (Other),,,,,https://www.ebay.com/itm/406684314751
TRK034-2000-1E-STD,1.17034E+11,Pokémon Team Rocket Dark Electrode 1st Edition Rare PSA 8 34/82 2000,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,PSA,NM-MT 8,,$21.99 ,USD,5.97,Best Offer,,3/1/2026,bryantkb19874,117,99.10%,,United States,New (Other),,,,,https://www.ebay.com/itm/117034184378
TRK034-2000-1E-STD,3.89474E+11,2000 Pokemon (1st Edition) PSA 8 Team Rocket Dark Electrode 34/82,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,PSA,NM-MT 8,,$23.00 ,USD,5.97,Buy It Now,,3/16/2026,n64collector32x,359,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/389474049121
TRK034-2000-1E-STD,1.98311E+11,Pokémon Dark Electrode Team Rocket 1st Edition 34/82 CGC 8.5 Uncommon Regular,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,CGC,8.5,,$6.75 ,USD,6.24,Buy It Now,,5/5/2026,pokemonshopnj,11,92.30%,,United States,New (Other),,,,,https://www.ebay.com/itm/198310705260
TRK034-2000-1E-STD,2.27317E+11,2000 Pokemon Team Rocket Dark Electrode 1st Edition #34/82 DSG NM/Mint 8.5,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,DSG,8.5,,$7.99 ,USD,4.99,Best Offer,,5/23/2026,ronnylott42,496,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/227317201433
TRK034-2000-1E-STD,2.27317E+11,2000 Pokemon Team Rocket Dark Electrode 1st Edition #34/82 DSG NM/Mint 8.5,Dark Electrode,Team Rocket,34/82,1st Edition,Standard,DSG,8.5,,$7.99 ,USD,4.99,Best Offer,,5/2/2026,ronnylott42,496,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/227317199950
TRK041-2000-1E-STD,3.58269E+11,Pokemon Dark Muk 41/82 1st Edition Team Rocket CGC 10 Gem Mint,Dark Muk,Team Rocket,41/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$125.00 ,USD,6.24,Best Offer,,2/28/2026,sekelicious,62,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/358269470514
TRK041-2000-1E-STD,2.57457E+11,Pokemon Dark Muk 41/82 1st Edition Team Rocket CGC 10 Gem Mint,Dark Muk,Team Rocket,41/82,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$75.00 ,USD,6.24,Best Offer,,4/17/2026,cleahy48pennstate,101,99%,,United States,New (Other),,,,,https://www.ebay.com/itm/257457457689
TRK041-2000-1E-STD,3.58554E+11,PSA 10 GEM MINT Dark Muk 41/82 Team Rocket 1ST EDITION Pokemon Card,Dark Muk,Team Rocket,41/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,$469.99 ,USD,5.97,Best Offer,,5/20/2026,branmcw,77,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/358553735691
TRK041-2000-1E-STD,2.36455E+11,Pokemon Team Rocket 1st Edition 41/82 Dark Muk Graded CGC 9,Dark Muk,Team Rocket,41/82,1st Edition,Standard,CGC,9,,$19.99 ,USD,5.89,Best Offer,,3/1/2026,avalanchecollectables,2300,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/236454727007
TRK041-2000-1E-STD,3.36367E+11,2000 Pokémon Team Rocket Dark Muk 1st Edition #41 PSA 9 Mint WOTC,Dark Muk,Team Rocket,41/82,1st Edition,Standard,PSA,Mint 9,Mint,$38.99 ,USD,0,Buy It Now,,3/14/2026,longhornexchange,256,100%,,United States,New (Other),TRUE,,,,https://www.ebay.com/itm/336367146158
TRK041-2000-1E-STD,4.04308E+11,2000 Pokemon Team Rocket 1st Edition Dark Muk 41/82 PSA 9 Mint,Dark Muk,Team Rocket,41/82,1st Edition,Standard,PSA,Mint 9,Mint,$40.00 ,USD,9.45,Best Offer,,5/22/2026,ctdcollectibles,1800,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/404308488825
TRK041-2000-1E-STD,1.77147E+11,2000 Pokemon 1st Edition Dark Muk Non-Holo Team Rocket 41/82 PSA 9 Mint,Dark Muk,Team Rocket,41/82,1st Edition,Standard,PSA,Mint 9,Mint,$37.95 ,USD,9.45,Buy It Now,,3/7/2026,mint9pokemon,1600,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/177147134056
TRK041-2000-1E-STD,3.86477E+11,Pokemon WOTC Team Rocket 1st Edition Dark Muk 41/82 PSA 8 NM-MT,Dark Muk,Team Rocket,41/82,1st Edition,Standard,PSA,NM-MT 8,NM-MT,$24.95 ,USD,4.99,Best Offer,,4/29/2026,niminiumuser_user,3500,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/386476548074
TRK041-2000-1E-STD,2.96592E+11,Pokemon Dark Muk #41 Team Rocket 1st Edition PSA 8 NM-MINT,Dark Muk,Team Rocket,41/82,1st Edition,Standard,PSA,NM-MT 8,NM,$20.00 ,USD,6.07,Buy It Now,,4/13/2026,poke-monsters,339,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/296591748328
TRK041-2000-1E-STD,2.96592E+11,Pokemon Dark Muk #41 Team Rocket 1st Edition PSA 8 NM-MINT,Dark Muk,Team Rocket,41/82,1st Edition,Standard,PSA,NM-MT 8,NM,$20.00 ,USD,6.07,Buy It Now,,3/11/2026,poke-monsters,339,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/296591708141
TRK041-2000-1E-STD,2.04567E+11,2000 Pokemon 1st Edition Team Rocket Dark Muk #41/82 PSA MINT 9,Dark Muk,Team Rocket,41/82,1st Edition,Standard,PSA,Mint 9,Mint,$40.00 ,USD,5.97,Best Offer,,3/10/2026,1st-easymoney,212,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/204567230629
TRK041-2000-1E-STD,3.57942E+11,PSA 9 1st Edition Dark Muk 41/82 Team Rocket 1st Edition Vintage Pokémon TCG,Dark Muk,Team Rocket,41/82,1st Edition,Standard,PSA,Mint 9,,$47.00 ,USD,5.72,Best Offer,,3/21/2026,randall333,692,99.60%,,United States,New (Other),,,,,https://www.ebay.com/itm/357941901987
